"","listing_id","availability_30","price_30","revenue_30"
"866",8642590,30,NA,0
"867",8645541,29,48,48
"868",8662286,29,60,60
"869",8669984,28,24,48
"870",8670800,14,59.6875,955
"871",8682598,0,45.1333333333333,1354
"872",8709713,29,45,45
"873",8713327,23,70,490
"874",8729508,30,NA,0
"875",8740226,30,NA,0
"876",8757913,15,34.6,519
"877",8794987,28,20,40
"878",8805730,28,100,200
"879",8819019,25,57.4,287
"880",8823998,0,40,1200
"881",8830374,0,40,1200
"882",8844029,30,NA,0
"883",8855366,29,75,75
"884",8860070,29,90,90
"885",8892905,2,50,1400
"886",8894954,15,60.8,912
"887",8918755,26,191,764
"888",8928117,30,NA,0
"889",8928529,30,NA,0
"890",8928663,9,56.4285714285714,1185
"891",8929713,30,NA,0
"892",8933747,0,27.9333333333333,838
"893",8960326,29,41,41
"894",8971477,30,NA,0
"895",8979635,29,46,46
"896",8981681,25,154.8,774
"897",8981886,20,217.7,2177
"898",8982114,26,122,488
"899",8985804,1,64.0344827586207,1857
"900",9019909,29,155,155
"901",9023905,29,155,155
"902",9036378,0,262.333333333333,7870
"903",9055034,30,NA,0
"904",9059139,29,62,62
"905",9063320,30,NA,0
"906",9120061,13,30.8823529411765,525
"907",9122183,2,25,700
"908",9122693,13,700,11900
"909",9124729,24,82.3333333333333,494
"910",9124881,26,75,300
"911",9161720,0,200,6000
"912",9166811,0,22.7,681
"913",9242940,23,31.1428571428571,218
"914",9323663,29,50,50
"915",9331498,30,NA,0
"916",9335840,12,42,756
"917",9354132,0,79.6,2388
"918",9361346,29,40,40
"919",9381743,20,114,1140
"920",9399759,2,50,1400
"921",9441114,6,400,9600
"922",9441214,0,278.233333333333,8347
"923",9441230,30,NA,0
"924",9467118,22,67.75,542
"925",9488337,27,79,237
"926",9490060,30,NA,0
"927",9504172,19,47.3636363636364,521
"928",9520228,0,115.166666666667,3455
"929",9535157,0,103.6,3108
"930",9538686,30,NA,0
"931",9567266,0,57.0666666666667,1712
"932",9571835,1,26,754
"933",9598827,23,76.4285714285714,535
"934",9600227,0,48.6666666666667,1460
"935",9602130,29,40,40
"936",9605855,18,57.5,690
"937",9612344,15,34,510
"938",9618589,30,NA,0
"939",9626758,22,60,480
"940",9626844,29,40,40
"941",9678920,0,60,1800
"942",9692435,23,70,490
"943",9703030,29,45,45
"944",9703728,30,NA,0
"945",9720611,0,71.3333333333333,2140
"946",9723923,29,60,60
"947",9742907,26,40,160
"948",9743541,28,59,118
"949",9745002,30,NA,0
"950",9784279,29,75,75
"951",9791830,30,NA,0
"952",9796203,27,65,195
"953",9798104,26,40,160
"954",9805465,14,37.4375,599
"955",9829979,29,40,40
"956",9850363,29,45,45
"957",9853549,0,27.9333333333333,838
"958",9880008,9,35.9523809523809,755
"959",9893429,28,80,160
"960",9912539,30,NA,0
"961",9913219,29,40,40
"962",9916541,0,12,360
"963",9930780,26,80,320
"964",9953348,13,46.1176470588235,784
"965",9962810,0,25.5333333333333,766
"966",10006083,0,29,870
"967",10023512,30,NA,0
"968",10050082,24,53,318
"969",10064705,30,NA,0
"970",10081909,27,65,195
"971",10103443,30,NA,0
"972",10128523,30,NA,0
"973",10132972,15,56,840
"974",10153527,27,45,135
"975",10162486,0,57.1,1713
"976",10162495,0,66.8666666666667,2006
"977",10163460,30,NA,0
"978",10176936,29,132,132
"979",10197198,29,90,90
"980",10205129,28,77.5,155
"981",10249583,0,37,1110
"982",10280521,30,NA,0
"983",10312902,30,NA,0
"984",10377341,29,19,19
"985",10460833,0,200,6000
"986",10465996,0,60.6,1818
"987",10473661,29,80,80
"988",10491676,0,45,1350
"989",10506995,28,62,124
"990",10512793,25,61.2,306
"991",10519037,0,34.5,1035
"992",10542087,0,93.3333333333333,2800
"993",10563471,28,89,178
"994",10593692,27,29,87
"995",10601066,30,NA,0
"996",10602341,24,75,450
"997",10632430,29,92,92
"998",10647122,6,41.0833333333333,986
"999",10662213,30,NA,0
"1000",10666887,30,NA,0
"1001",10672070,18,172.166666666667,2066
"1002",10683649,30,NA,0
"1003",10691549,0,32.6666666666667,980
"1004",10728222,0,12,360
"1005",10744544,29,45,45
"1006",10750605,28,69,138
"1007",10788464,30,NA,0
"1008",10790062,26,60,240
"1009",10799021,30,NA,0
"1010",10803185,30,NA,0
"1011",10804760,0,115,3450
"1012",10805502,29,45,45
"1013",10806296,30,NA,0
"1014",10833758,30,NA,0
"1015",10843576,0,190,5700
"1016",10872743,0,89,2670
"1017",10874769,0,168,5040
"1018",10906375,0,67.6666666666667,2030
"1019",10915389,21,19,171
"1020",10942194,21,69,621
"1021",10956697,0,75,2250
"1022",10958149,29,91,91
"1023",10975977,0,33.7666666666667,1013
"1024",10977189,3,43.962962962963,1187
"1025",10977651,30,NA,0
"1026",10981333,21,80.5555555555556,725
"1027",10984193,30,NA,0
"1028",10987290,0,48.2666666666667,1448
"1029",10990750,27,76.6666666666667,230
"1030",11010368,19,29.2727272727273,322
"1031",11013424,29,27,27
"1032",11055675,0,100,3000
"1033",11092098,0,30,900
"1034",11092847,26,22.5,90
"1035",11102059,0,130,3900
"1036",11110768,25,57.6,288
"1037",11114286,30,NA,0
"1038",11123549,11,87.7894736842105,1668
"1039",11136211,13,52.0588235294118,885
"1040",11142838,0,70,2100
"1041",11146251,26,35,140
"1042",11151304,15,49.0666666666667,736
"1043",11180810,0,220,6600
"1044",11184595,0,31.6666666666667,950
"1045",11185169,0,45,1350
"1046",11224372,12,61.5,1107
"1047",11239700,30,NA,0
"1048",11240241,0,200,6000
"1049",11252808,30,NA,0
"1050",11253321,30,NA,0
"1051",11258337,19,50,550
"1052",11269062,12,30.3888888888889,547
"1053",11275501,30,NA,0
"1054",11277592,30,NA,0
"1055",11278771,29,90,90
"1056",11290342,18,37.6666666666667,452
"1057",11294046,30,NA,0
"1058",11296027,27,103.333333333333,310
"1059",11296681,1,50.0344827586207,1451
"1060",11299746,30,NA,0
"1061",11300569,27,103.333333333333,310
"1062",11307424,29,85,85
"1063",11316416,19,76.8181818181818,845
"1064",11329661,0,46,1380
"1065",11357489,27,37.3333333333333,112
"1066",11373276,30,NA,0
"1067",11383371,29,65,65
"1068",11386559,30,NA,0
"1069",11393263,30,NA,0
"1070",11393553,29,75,75
"1071",11394531,30,NA,0
"1072",11394674,30,NA,0
"1073",11405658,29,120,120
"1074",11411616,19,85.7272727272727,943
"1075",11413232,29,40,40
"1076",11415484,22,24.875,199
