"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"15125","portugal","lisbon",2020-06-23,27399453,"So Joo das Lampas e Terrugem",38.87198,-9.43295,"Tiny house","Entire home/apt",2,1,1,75,1,1125,30,0,0
"15126","portugal","lisbon",2020-06-23,27399569,"Carvoeira",38.93378,-9.41174,"Condominium","Entire home/apt",4,1,2,40,1,30,26,60,240
"15127","portugal","lisbon",2020-06-23,27400260,"Belm",38.69525,-9.21792,"Apartment","Entire home/apt",5,2,3,100,3,1125,30,0,0
"15128","portugal","lisbon",2020-06-23,27401683,"Santa Maria Maior",38.71234,-9.13736,"Apartment","Entire home/apt",5,2,4,125,1,365,0,127.566666666667,3827
"15129","portugal","lisbon",2020-06-23,27402211,"Olivais",38.76781,-9.10754,"Apartment","Entire home/apt",2,1,1,70,1,1125,21,43.7777777777778,394
"15130","portugal","lisbon",2020-06-23,27402496,"Misericrdia",38.71432,-9.14522,"Condominium","Private room",2,1,1,28,1,15,24,20,120
"15131","portugal","lisbon",2020-06-23,27413845,"Arroios",38.72175,-9.13316,"Apartment","Entire home/apt",4,1,1,55,3,360,30,0,0
"15132","portugal","lisbon",2020-06-23,27415086,"Misericrdia",38.71021,-9.14266,"Apartment","Entire home/apt",4,2,3,100,2,30,2,125.535714285714,3515
"15133","portugal","lisbon",2020-06-23,27415471,"Arroios",38.72894,-9.14141,"Apartment","Entire home/apt",4,2,3,80,3,1125,27,95,285
"15134","portugal","lisbon",2020-06-23,27418750,"Massam e Monte Abrao",38.75819,-9.26649,"Apartment","Entire home/apt",4,2,2,45,4,1125,27,50,150
"15135","portugal","lisbon",2020-06-23,27420288,"Santo Antnio",38.72438,-9.1472,"Apartment","Private room",2,1,1,33,1,1125,23,33,231
"15136","portugal","lisbon",2020-06-23,27421873,"Avenidas Novas",38.74161,-9.14884,"Apartment","Entire home/apt",4,1,1,130,2,1125,0,80,2400
"15137","portugal","lisbon",2020-06-23,27422142,"Santo Antnio",38.72438,-9.1472,"Apartment","Private room",2,1,1,30,1,1125,30,0,0
"15138","portugal","lisbon",2020-06-23,27423118,"Santo Antnio",38.72438,-9.1472,"Apartment","Private room",2,1,1,28,1,1125,0,28,840
"15139","portugal","lisbon",2020-06-23,27423663,"Santo Antnio",38.72438,-9.1472,"Apartment","Private room",2,1,1,30,1,1125,30,0,0
"15140","portugal","lisbon",2020-06-23,27424137,"Santo Antnio",38.72438,-9.1472,"Apartment","Private room",2,1,1,30,1,1125,30,0,0
"15141","portugal","lisbon",2020-06-23,27424679,"Santa Maria Maior",38.71562,-9.13769,"Boutique hotel","Hotel room",2,1,1,153,1,1125,12,84.6666666666667,1524
