"","listing_id","availability_30","price_30","revenue_30"
"368",1179846,14,45,720
"369",1181172,30,NA,0
"370",1184401,9,310.380952380952,6518
"371",1188437,15,391.133333333333,5867
"372",1189495,7,113.04347826087,2600
"373",1193080,30,NA,0
"374",1193580,30,NA,0
"375",1195699,27,160,480
"376",1199196,5,242.2,6055
"377",1199327,28,225,450
"378",1204912,18,114.166666666667,1370
"379",1208952,27,30,90
"380",1211803,23,190,1330
"381",1214776,27,116.666666666667,350
"382",1215079,30,NA,0
"383",1218302,30,NA,0
"384",1218731,16,122.5,1715
"385",1227007,24,93.3333333333333,560
"386",1231323,29,90,90
"387",1232703,27,100,300
"388",1238088,18,730,8760
"389",1242995,30,NA,0
"390",1243256,18,100,1200
"391",1244764,20,53,530
"392",1251109,30,NA,0
"393",1251731,0,95,2850
"394",1252114,30,NA,0
"395",1254553,28,68,136
"396",1255344,30,NA,0
"397",1255347,29,130,130
"398",1266976,19,250,2750
"399",1269740,0,195,5850
"400",1269820,29,132,132
"401",1270064,21,254,2286
"402",1270370,18,146.5,1758
"403",1287132,28,80,160
"404",1294037,27,199,597
"405",1303282,24,75,450
"406",1303927,30,NA,0
"407",1307803,27,135,405
"408",1308167,19,130,1430
"409",1323138,18,162,1944
"410",1324965,0,46,1380
"411",1329131,30,NA,0
"412",1333057,29,267,267
"413",1336104,0,45,1350
"414",1339499,30,NA,0
"415",1345066,18,356.083333333333,4273
"416",1345970,0,152.566666666667,4577
"417",1348362,0,90,2700
"418",1351056,30,NA,0
"419",1358126,20,95,950
"420",1358913,20,36,360
"421",1362331,9,180.47619047619,3790
"422",1365907,29,150,150
"423",1373074,30,NA,0
"424",1375496,30,NA,0
"425",1381070,24,110,660
"426",1389174,16,15.3571428571429,215
"427",1391841,30,NA,0
"428",1395646,0,85,2550
"429",1400315,29,39,39
"430",1432204,27,35,105
"431",1445109,29,68,68
"432",1445654,28,239,478
"433",1453190,13,22,374
"434",1453353,7,13,299
"435",1453569,30,NA,0
"436",1453802,17,95.2307692307692,1238
"437",1454640,29,78,78
"438",1457807,0,68,2040
"439",1459858,2,19.9642857142857,559
"440",1465783,30,NA,0
"441",1466101,6,379.458333333333,9107
"442",1467257,19,158.181818181818,1740
"443",1468760,30,NA,0
"444",1470122,20,195,1950
"445",1470422,30,NA,0
"446",1470557,22,100,800
"447",1473598,23,389.571428571429,2727
"448",1474793,30,NA,0
"449",1477089,20,120,1200
"450",1479154,28,130,260
